id,ISSN,CN,name1,name2,oldname,category1,category2,cIF,sIF,publishNO,downNO,citeNO,evaluation,organizer,location,frequency,language,format,postalcode,firstissue,status,jurl
10469,1006-2025,36-1006/F,价格月刊,Prices Monthly,-,经济与管理科学,贸易经济,1.689,0.734,12673,2222244,33456,核心期刊,价格月刊杂志社,江西省南昌市,月刊,中文,大16开,44-52,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JGYK/detail'>Link</a>
10470,1673-5609,45-1340/F,广西财经学院学报,Journal of Guangxi University of Finance and Economics,广西商专学报;广西商业高等专科学校学报,经济与管理科学,经济与管理综合,1.606,1.068,4065,811518,13578,-,广西财经学院,广西壮族自治区南宁市,双月,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GXSY/detail'>Link</a>
10471,2095-929X,37-1504/F,山东财经大学学报,Journal of Shandong University of Finance and Economics,山东财政学院学报,经济与管理科学,经济与管理综合,1.567,0.754,2850,781891,17356,-,山东财经大学,山东省济南市,双月,中文,大16开,-,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SDCY/detail'>Link</a>
10472,2095-8900,37-1502/F,公共财政研究,Public Finance Research Journal,公共财政,经济与管理科学,财政与税收,1.505,0.602,381,120558,1371,-,山东大众报业(集团)有限公司;山东省财政科学研究所,山东省济南市,双月,中文,大16开,24-272,2015,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GGCZ/detail'>Link</a>
10473,1672-6049,32-1719/F,南京财经大学学报,Journal of Nanjing University of Finance and Economics,南京经济学院学报;粮食经济研究,经济与管理科学,经济与管理综合,1.488,0.632,3192,892480,20968,CSSCI来源期刊扩展版,南京财经大学,江苏省南京市,双月,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NJJJ/detail'>Link</a>
10474,2095-5863,15-1366/F,财经理论研究,Journal of Finance and Economics Theory,内蒙古财经学院学报,经济与管理科学,经济与管理综合,1.466,0.649,3214,703754,14731,-,内蒙古财经大学,内蒙古自治区呼和浩特市,双月,中文,大16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NCXB/detail'>Link</a>
10475,1672-9544,21-1520/F,地方财政研究,Sub National Fiscal Research,-,经济与管理科学,财政与税收,1.461,0.643,3857,1325676,28001,核心期刊/CSSCI来源期刊扩展版,辽宁省财政科学研究所;东北财经大学财税学院,辽宁省沈阳市,月刊,中文,16开,8-166,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DFCZ/detail'>Link</a>
10476,2095-7254,10-1175/F,经济学报,China Journal of Economics,-,经济与管理科学,经济理论及经济思想史,1.46,0.857,295,191420,2391,CSSCI来源期刊,清华大学,北京市,季刊,中文,16开,-,2014,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TSJJ/detail'>Link</a>
10477,1672-6995,11-5172/F,中国国土资源经济,Natural Resource Economics of China,中国地质矿产经济;中国地质经济,经济与管理科学,工业经济,1.457,1.05,6582,1035293,28262,JST,中国地质矿产经济学会;中国自然资源经济研究院,河北省三河市,月刊,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZDKJ/detail'>Link</a>
10478,1674-3784,45-1363/K,旅游论坛,Tourism Forum,旅游研究与实践;桂林旅游高等专科学校学报,经济与管理科学,旅游,1.388,0.746,3386,2115423,50041,-,桂林旅游学院,广西壮族自治区桂林市,双月,中文,大16开,48-139,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GLGZ/detail'>Link</a>
10479,2096-3238,31-2132/K,旅游导刊,Tourism and Hospitality Prospects,-,经济与管理科学,旅游,1.386,0.602,301,122775,846,-,上海世纪出版股份有限公司;北京第二外国语学院,上海市,双月,中文,16开,-,2017,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LYDK/detail'>Link</a>
10480,1003-5559,42-1113/F,对外经贸实务,Practice in Foreign Economic Relations and Trade,-,经济与管理科学,贸易经济,1.37,0.705,8109,2534668,29987,-,中国国际贸易学会;武汉纺织大学,湖北省武汉市,月刊,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DWJW/detail'>Link</a>
10481,1008-4096,21-1414/F,东北财经大学学报,Journal of Dongbei University of Finance and Economics,-,经济与管理科学,经济与管理综合,1.359,0.577,3028,1026661,27515,-,东北财经大学,辽宁省大连市,双月,中文,大16开,8-243,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DBCD/detail'>Link</a>
10482,2096-2517,13-1418/F,金融理论探索,Exploration of Financial Theory,金融教学与研究,经济与管理科学,金融,1.34,0.505,4665,834191,18945,-,河北金融学院,河北省保定市,双月,中文,大16开,18-273,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRJY/detail'>Link</a>
10483,2096-1022,10-1359/F,财经智库,Financial Minds,-,经济与管理科学,经济与管理综合,1.319,0.819,419,130012,1233,-,中国社会科学院财经战略研究院,北京市,双月,中文,16开,82-357,2016,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CJZK/detail'>Link</a>
10484,2095-7653,53-1227/F,印度洋经济体研究,Indian Ocean Economic and Political Review,-,经济与管理科学,经济体制改革,1.319,0.755,544,192403,2088,CSSCI来源期刊扩展版,云南财经大学,云南省昆明市,双月,中文,16开,-,2014,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YDYY/detail'>Link</a>
10485,2095-1361,43-1510/F,湖南财政经济学院学报,Journal of Hunan University of Finance and Economics,湖南财经高等专科学校学报;财苑,经济与管理科学,经济与管理综合,1.3,0.7,4470,1082913,21629,-,湖南财政经济学院,湖南省长沙市,双月,中文,大16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HNCJ/detail'>Link</a>
10486,1674-8255,11-5896/S,农产品质量与安全,Quality and Safety of Agro-Products,农业质量标准,经济与管理科学,农业经济；宏观经济管理与可持续发展,1.262,1.039,2945,478563,15985,JST,中国农业科学院农业质量标准与检测技术研究所,北京市,双月,中文,大16开,82-223,2003,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NYZL/detail'>Link</a>
10487,1674-5841,53-1212/K,旅游研究,Tourism Research,昆明大学学报,经济与管理科学,旅游,1.26,0.583,1831,748399,12573,-,昆明学院,云南省昆明市,双月,中文,大16开,-,1990,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KMDX/detail'>Link</a>
10488,1671-2234,11-4639/F,China & World Economy,中国与世界经济(英文版),世界经济与中国(英文版);World Economy & China,经济与管理科学,经济体制改革,1.214,0.9,1754,102895,5956,SCI,中国社会科学院世界经济与政治研究所;中国世界经济学会,北京市,双月,英文,大16开,-,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SJJY/detail'>Link</a>
10489,2096-1391,10-1368/F,财政科学,Fiscal Science,中国财经信息资料,经济与管理科学,财政与税收,1.201,0.574,1651,513343,5335,CSSCI来源期刊扩展版,中国财政科学研究院,北京市,月刊,中文,大16开,-,2016,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CZKX/detail'>Link</a>
10490,2095-0098,36-1312/F,金融教育研究,Research of Finance and Education,江西金融职工大学学报,经济与管理科学,经济与管理综合,1.198,0.57,3245,844155,12339,-,江西师范大学,江西省南昌市,双月,中文,大16开,-,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JXJR/detail'>Link</a>
10491,2096-5583,22-1423/F,东北亚经济研究,Northeast Asia Economic Research,-,经济与管理科学,宏观经济管理与可持续发展,1.186,0.61,422,138235,929,-,吉林省经济管理干部学院,吉林省长春市,双月,中文,大16开,12-129,2017,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DBYA/detail'>Link</a>
10492,1002-736X,45-1006/C,改革与战略,Reformation & Strategy,-,经济与管理科学,经济体制改革,1.186,0.417,10994,3617288,74657,-,广西壮族自治区社会科学界联合会,广西壮族自治区南宁市,双月,中文,大16开,48-47,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GGZY/detail'>Link</a>
10493,1005-0167,33-1057/F,浙江金融,Zhejiang Finance,-,经济与管理科学,金融,1.168,0.336,12766,1744215,36450,-,浙江省金融学会,浙江省杭州市,月刊,中文,大16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZJJR/detail'>Link</a>
10494,1003-286X,11-1177/F,财务与会计,Finance & Accounting,-,经济与管理科学,会计,1.141,0.313,26924,3428047,67717,核心期刊,中国财政杂志社,北京市,半月,中文,大16开,2-881,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CWKJ/detail'>Link</a>
10495,1672-626X,42-1718/F,湖北经济学院学报,Journal of Hubei University of Economics,湖北商业高等专科学校学报,经济与管理科学,经济与管理综合,1.114,0.593,2907,861744,15035,-,湖北经济学院,湖北省武汉市,双月,中文,大16开,-,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HBSG/detail'>Link</a>
10496,2095-8218,10-1168/D,欧亚经济,Journal of Eurasian Economy,俄罗斯中亚东欧市场;东欧中亚市场研究,经济与管理科学,经济体制改革,1.112,0.592,3376,481374,11263,-,中国社会科学院俄罗斯东欧中亚研究所,北京市,双月,中文,大16开,2-474,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DOZY/detail'>Link</a>
10497,1003-9031,46-1009/F,海南金融,Hainan Finance,-,经济与管理科学,金融,1.085,0.417,7078,1289354,26287,-,海南省金融学会,海南省海口市,月刊,中文,大16开,-,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HNJR/detail'>Link</a>
10498,1002-8005,11-1082/F,中国经济史研究,Researches in Chinese Economic History,-,经济与管理科学,经济体制改革,1.084,0.789,3179,1463655,31645,核心期刊/CSSCI来源期刊,中国社会科学院经济研究所,北京市,双月,中文,16开,895024,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZJSY/detail'>Link</a>
10499,1674-6171,31-2017/C,科学发展,Scientific Development,-,经济与管理科学,经济体制改革,1.081,0.586,2279,938987,11665,CA,上海市人民政府发展研究中心,上海市,月刊,中文,16开,4-830,2008,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KXFZ/detail'>Link</a>
10500,2095-1124,51-1738/F,西部经济管理论坛,West Forum on Economy and Management,四川省经济管理干部学报;四川经济管理学院学报,经济与管理科学,经济与管理综合,1.066,0.301,1908,482168,6708,-,西华大学,四川省成都市,双月,中文,大16开,-,1990,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SCJJ/detail'>Link</a>
10501,2096-1634,10-1413/N,智库理论与实践,Think Tank:Theory & Practice,-,经济与管理科学,管理学,1.065,0.806,696,208884,2323,JST/CSSCI来源期刊扩展版,中国科学院文献情报中心;南京大学,北京市,双月,中文,大16开,-,2016,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZKSL/detail'>Link</a>
10502,1009-5330,65-1211/F,新疆社会科学,Social Sciences in Xinjiang,新疆社会经济,经济与管理科学,经济与管理综合,1.059,0.557,5514,1311880,22169,CSSCI来源期刊,新疆社会科学院,新疆维吾尔自治区乌鲁木齐市,双月,中文,大16开,58-32,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XJSH/detail'>Link</a>
10503,2095-0675,11-6008/F,全球化,Globalization,-,经济与管理科学,经济体制改革,1.056,0.632,1624,472409,5318,-,中国国际经济交流中心,北京市,双月,中文,大16开,82-572,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QUQH/detail'>Link</a>
10504,0578-1485,11-1267/F,中国金融,China Finance,-,经济与管理科学,金融,1.049,0.419,36239,5896539,123605,核心期刊,中国金融出版社,北京市,半月,中文,大16开,2-496,1950,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGJR/detail'>Link</a>
10505,2096-9414,44-1740/F,管理会计研究,Management Accounting Studies,-,经济与管理科学,会计,1.042,0.556,263,140115,819,-,广东经济出版社有限公司,广东省广州市,双月,中文,16开,80-841,2018,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GLKY/detail'>Link</a>
10506,1674-3059,43-1485/F,财务与金融,Accounting and Finance,事业财务;事业财会,经济与管理科学,会计,1.036,0.242,4213,790818,20195,-,中南大学,湖南省长沙市,双月,中文,大16开,42-159,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SYCH/detail'>Link</a>
10507,1673-8489,11-1373/F,国际金融,International Finance,-,经济与管理科学,金融,1.031,0.364,7249,895557,11842,-,中国国际金融学会,北京市,月刊,中文,16开,80-747,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRGJ/detail'>Link</a>
10508,1003-7691,32-1276/N,科技与经济,Science & Technology and Economy,-,经济与管理科学,经济与管理综合,1.015,0.364,3170,945768,21337,JST,南京市科技信息研究所,江苏省南京市,双月,中文,大16开,28-302,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KJYZ/detail'>Link</a>
10509,2095-3658,10-1052/F,金融市场研究,Financial Market Research,-,经济与管理科学,金融,1.003,0.237,2650,466147,5175,-,中国银行间市场交易商协会,北京市,月刊,中文,16开,-,2012,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRSY/detail'>Link</a>
10510,1002-5812,11-1475/F,商业会计,Commercial Accounting,-,经济与管理科学,会计,0.979,0.365,23461,5116248,82758,-,中国商业联合会;中华全国供销合作总社财会部;中国储备粮管理总公司财务部;中国商业会计学会;中国会计学会粮食分会,北京市,半月,中文,大16开,2-284,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SYKI/detail'>Link</a>
10511,1002-9605,11-1038/F,煤炭经济研究,Coal Economic Research,-,经济与管理科学,工业经济,0.969,0.552,13649,1321130,32743,-,煤炭科学研究总院;中国煤炭经济研究会,北京市,月刊,中文,大16开,-,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/MTJN/detail'>Link</a>
10512,2096-6814,31-2143/F,上海立信会计金融学院学报,Journal of Shanghai Lixin University of Accounting and Finance,上海金融学院学报;上海金融高等专科学校学报,经济与管理科学,金融,0.96,0.234,2340,572694,10793,-,上海立信会计金融学院,上海市,双月,中文,大16开,-,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRSH/detail'>Link</a>
10513,1005-9679,31-1515/C,上海管理科学,Shanghai Management Science,-,经济与管理科学,管理学,0.935,0.287,4077,967004,24058,-,上海市管理科学学会,上海市,双月,中文,大16开,4-534,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SGLK/detail'>Link</a>
10514,1004-6623,44-1338/F,开放导报,China Opening Journal,-,经济与管理科学,经济体制改革,0.928,0.46,5921,1203904,24648,-,综合开发研究院(中国.深圳),广东省深圳市,双月,中文,大16开,46-182,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KFDB/detail'>Link</a>
10515,1673-9647,11-5590/TQ,化学工业,Chemical Industry,化工技术经济,经济与管理科学,工业经济,0.925,0.701,4466,758236,17759,CA/JST,中化国际咨询公司,北京市,季刊,中文,大16开,82-753,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HGJJ/detail'>Link</a>
10516,2095-7475,31-2093/F,海关与经贸研究,Journal of Customs and Trade,上海海关学院学报;上海海关高等专科学校学报,经济与管理科学,贸易经济,0.915,0.408,1812,448519,6954,-,上海海关学院,上海市,双月,中文,16开,-,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SHGU/detail'>Link</a>
10517,1674-2362,12-1401/F,天津商业大学学报,Journal of Tianjin University of Commerce,天津商学院学报,经济与管理科学,经济与管理综合,0.911,0.252,3068,699478,16145,-,天津商业大学,天津市,双月,中文,大16开,6-26,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TSXY/detail'>Link</a>
10518,1003-0166,11-1627/G3,未来与发展,Future and Development,-,经济与管理科学,经济与管理综合,0.864,0.506,7159,1492740,24457,JST,中国未来研究会,北京市,月刊,中文,16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WLYF/detail'>Link</a>
10519,2096-255X,52-1163/G2,大数据时代,Big Data Time,-,经济与管理科学,宏观经济管理与可持续发展,0.857,0.439,827,157249,770,-,贵州新闻图片社有限公司,贵州省贵阳市,月刊,中文,大16开,66-91,2016,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DSJD/detail'>Link</a>
10520,1671-2404,11-4683/Z,中国发展,China Development,-,经济与管理科学,经济体制改革,0.856,0.367,2121,545189,12083,-,中国致公党中央委员会,北京市,双月,中文,大16开,-,2001,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGFZ/detail'>Link</a>
10521,1674-5477,45-1371/F,区域金融研究,Journal of Regional Financial Research,广西金融研究,经济与管理科学,金融,0.85,0.409,7170,1109532,19981,-,广西金融学会,广西壮族自治区南宁市,月刊,中文,大16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GXJR/detail'>Link</a>
10522,1000-713X,11-1197/U,综合运输,China Transportation Review,-,经济与管理科学,交通运输经济,0.843,0.517,7804,1470114,32459,-,国家发展和改革委员会综合运输研究所,北京市,月刊,中文,大16开,82-491,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YSZH/detail'>Link</a>
10523,1673-324X,31-1957/F,上海商学院学报,Businesses Economic Review,上海商业职业技术学院学报,经济与管理科学,经济与管理综合,0.833,0.265,2449,662243,9038,-,上海商学院,上海市,双月,中文,大16开,-,2000,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SHSS/detail'>Link</a>
10524,1003-4161,62-1005/C,开发研究,Research on Development,-,经济与管理科学,经济与管理综合,0.825,0.418,6539,1580548,38462,-,甘肃省社会科学院,甘肃省兰州市,双月,中文,大16开,54-48,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KFYJ/detail'>Link</a>
10525,1671-9840,65-1269/C,新疆财经大学学报,Journal of Xinjiang University of Finance & Economics,新疆经济管理干部学院学报;新疆财经学院学报,经济与管理科学,经济与管理综合,0.822,0.342,1745,326142,5703,-,新疆财经大学,新疆维吾尔自治区乌鲁木齐市,季刊,中文,大16开,58-63,2001,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XJCY/detail'>Link</a>
10526,2096-4536,10-1484/D,区域与全球发展,Area Studies and Global Development,-,经济与管理科学,经济与管理综合,0.813,0.42,325,95794,543,-,北京外国语大学,北京市,双月,中文,16开,80-308,2017,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QYQQ/detail'>Link</a>
10527,1003-0670,35-1041/F,发展研究,Development Research,-,经济与管理科学,经济体制改革,0.803,0.334,8860,1374076,27170,-,福建省人民政府发展研究中心,福建省福州市,月刊,中文,大16开,34-40,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/FZYJ/detail'>Link</a>
10528,1004-6070,62-1096/F,财会研究,Research of Finance and Accounting,-,经济与管理科学,会计,0.799,0.18,11415,2757537,61039,-,甘肃财政科学研究所,甘肃省兰州市,月刊,中文,大16开,54-80,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LKHL/detail'>Link</a>
10529,1003-3580,13-1022/F,经济论坛,Economic Forum,-,经济与管理科学,经济与管理综合,0.797,0.278,23061,4343462,92379,-,河北省社会科学院,河北省石家庄市,月刊,中文,大16开,18-50,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JJLT/detail'>Link</a>
10530,1003-3475,12-1034/F,经营与管理,Management and Administration,-,经济与管理科学,企业经济,0.795,0.171,15932,2988647,31709,-,天津市企业联合会;天津市企业家协会;天津中德应用技术大学,天津市,月刊,中文,大16开,6-81,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JYGU/detail'>Link</a>
10531,1004-5465,62-1213/F,兰州财经大学学报,Journal of Lanzhou University of Finance and Economics,兰州商学院学报,经济与管理科学,经济与管理综合,0.785,0.336,4249,867107,17858,-,兰州财经大学,甘肃省兰州市,双月,中文,大16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXGZ/detail'>Link</a>
10532,2095-1647,12-1424/P,海洋经济,Marine Economy,-,经济与管理科学,经济理论及经济思想史,0.783,0.576,657,180237,2908,-,国家海洋信息中心,天津市,双月,中文,16开,-,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SEJJ/detail'>Link</a>
10533,1004-8278,11-4068/F,中国内部审计,Internal Auditing in China,审计研究资料,经济与管理科学,审计,0.777,0.219,7839,1135559,22973,-,中国内部审计协会,北京市,月刊,中文,16开,80-485,1997,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZJYL/detail'>Link</a>
10534,1671-1238,14-1290/F,银行家,The Chinese Banker,财金贸易,经济与管理科学,金融,0.774,0.215,15179,2449956,42081,-,山西省社会科学院;中国社会科学院财经战略研究院,山西省太原市,月刊,中文,大16开,2-131,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CJMY/detail'>Link</a>
10535,1674-4993,42-1791/TS,物流工程与管理,Logistics Engineering and Management,商品养护技术&商品储存与养护;商品储运与养护,经济与管理科学,宏观经济管理与可持续发展,0.773,0.484,14210,4012332,57391,-,中国仓储协会;全国商品养护科技情报中心站,湖北省武汉市,月刊,中文,大16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SPCY/detail'>Link</a>
10536,1007-9734,41-1200/V,郑州航空工业管理学院学报,Journal of Zhengzhou University of Aeronautics,郑州航空工业管理学院学报(管理科学版),经济与管理科学,经济与管理综合,0.766,0.164,3798,886137,15873,-,郑州航空工业管理学院,河南省郑州市,双月,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZZHK/detail'>Link</a>
10537,1007-8576,65-1030/F,新疆财经,Finance & Economics of Xinjiang,新疆财经学院学报,经济与管理科学,经济与管理综合,0.76,0.41,2768,476027,9509,-,新疆财经大学,新疆维吾尔自治区乌鲁木齐市,双月,中文,大16开,58-101,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XJCJ/detail'>Link</a>
10538,1674-7739,31-2044/Z,上海城市管理,Shanghai Urban Management,上海市建设职工大学学报;上海城市管理职业技术学院学报,经济与管理科学,宏观经济管理与可持续发展,0.753,0.359,4554,830799,13791,-,上海城建职业学院,上海市,双月,中文,大16开,4-736,1998,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CGZJ/detail'>Link</a>
10539,1673-8837,10-1238/F,China Economist,中国经济学人(英文版),-,经济与管理科学,经济体制改革,0.75,0.476,1005,122702,1035,-,中国社会科学院工业经济研究所,北京市,双月,英文,16开,10-1238,2007,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CEJI/detail'>Link</a>
10540,1003-398X,11-2248/F,中国物价,China Price,-,经济与管理科学,贸易经济,0.742,0.214,8954,1667405,20689,-,国家发展和改革委员会市场与价格研究所,北京市,月刊,中文,大16开,82-347,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGWJ/detail'>Link</a>
10541,1000-7652,65-1048/F,新疆农垦经济,Xinjiang State Farms Economy,-,经济与管理科学,农业经济,0.739,0.42,6166,807393,15875,-,新疆生产建设兵团农垦经济研究会;新疆生产建设兵团发展和改革委员会,新疆维吾尔自治区石河子市,月刊,中文,大16开,58-58,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NONG/detail'>Link</a>
10542,2095-3151,11-3007/F,经济研究参考,Review of Economic Research,经济研究参考资料,经济与管理科学,经济与管理综合,0.736,0.3,30194,5369826,114583,-,经济科学出版社,北京市,月刊,中文,16开,82-994,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JJCK/detail'>Link</a>
10543,2096-5761,10-1572/C,中国人事科学,Chinese Personnel Science,-,经济与管理科学,管理学,0.721,0.234,648,189691,1166,-,中国人事科学研究院;中国人事出版社有限公司,北京市,月刊,中文,16开,-,2018,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZRKX/detail'>Link</a>
10544,2095-3585,34-1320/F,债券,China Bond,-,经济与管理科学,投资,0.718,0.245,3797,505462,4891,-,时代出版传媒股份有限公司;中央国债登记结算有限责任公司,北京市,月刊,中文,16开,-,2012,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZHQU/detail'>Link</a>
10545,1673-033X,11-5279/F,中国发展观察,China Development Observation,-,经济与管理科学,经济理论及经济思想史,0.702,0.384,6791,1314334,24610,-,中国发展出版社,北京市,半月,中文,大16开,82-524,2005,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/FZGC/detail'>Link</a>
10546,1001-4489,11-1033/F,中国保险,China Insurance,-,经济与管理科学,保险,0.699,0.228,8718,954818,14630,-,中国人民保险公司,北京市,月刊,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGBX/detail'>Link</a>
10547,1006-1320,31-1226/F,上海保险,Shanghai Insurance Monthly,-,经济与管理科学,保险,0.696,0.202,7695,1073819,18062,-,上海《上海保险》杂志社,上海市,月刊,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SHBX/detail'>Link</a>
10548,1674-3288,22-1390/F,吉林工商学院学报,Journal of Jilin Business and Technology College,吉林财专学报;吉林财税高等专科学校学报,经济与管理科学,经济与管理综合,0.692,0.247,3771,825314,11875,-,吉林工商学院,吉林省长春市,双月,中文,16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JCGZ/detail'>Link</a>
10549,1003-2606,41-1024/C,领导科学,Leadership Science,-,经济与管理科学,领导学与决策学,0.688,0.295,30854,4170282,36858,核心期刊,河南省社会科学界联合会,河南省郑州市,月刊,中文,大16开,36-104,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LDKI/detail'>Link</a>
10550,2096-4315,43-1539/F,商学研究,Commercial Science Research,湖南商学院学报,经济与管理科学,经济与管理综合,0.686,0.349,5215,968681,19394,-,湖南工商大学,湖南省长沙市,双月,中文,大16开,-,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HSXY/detail'>Link</a>
10551,1671-0622,42-1706/F,财政监督,-,财政监察,经济与管理科学,经济与管理综合,0.674,0.198,17343,2462301,32735,-,湖北知音传媒股份有限公司;湖北省中央企业会计学会,湖北省武汉市,半月,中文,大16开,38-374,2001,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CZJD/detail'>Link</a>
10552,2095-6738,10-1169/F,清华金融评论,Tsinghua Financial Review,-,经济与管理科学,金融,0.673,0.304,3628,711490,8749,-,清华大学,北京市,月刊,中文,16开,82-258,2013,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRQH/detail'>Link</a>
10553,1004-2008,11-2840/C,中国国情国力,China National Conditions and Strength,-,经济与管理科学,经济与管理综合,0.665,0.265,9431,1320238,20202,-,中国信息报社,北京市,月刊,中文,16开,82-460,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGQG/detail'>Link</a>
10554,1009-6043,23-1057/F,商业经济,Business & Economy,-,经济与管理科学,贸易经济,0.649,0.137,19164,6111921,82341,-,黑龙江省商业经济研究所,黑龙江省哈尔滨市,月刊,中文,大16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JJSY/detail'>Link</a>
10555,1009-1246,32-1564/F,金融纵横,Financial Perspectives Journal,江苏金融,经济与管理科学,金融,0.646,0.235,6014,1034315,18719,-,江苏省金融学会,江苏省南京市,月刊,中文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRZH/detail'>Link</a>
